AniList sync complete. Created: 0, updated: 2367, deleted: 0.
AniList sync failed: cURL error 28: Operation timed out after 30001 milliseconds with 0 bytes received (see https://curl.haxx.se/libcurl/c/libcurl-errors.html) for https://graphql.anilist.co
AniList sync failed: cURL error 28: Resolving timed out after 10000 milliseconds (see https://curl.haxx.se/libcurl/c/libcurl-errors.html) for https://graphql.anilist.co
AniList sync failed: cURL error 28: Operation timed out after 30003 milliseconds with 0 bytes received (see https://curl.haxx.se/libcurl/c/libcurl-errors.html) for https://graphql.anilist.co
AniList sync failed: cURL error 52: Empty reply from server (see https://curl.haxx.se/libcurl/c/libcurl-errors.html) for https://graphql.anilist.co
AniList sync failed: cURL error 28: Resolving timed out after 10015 milliseconds (see https://curl.haxx.se/libcurl/c/libcurl-errors.html) for https://graphql.anilist.co
AniList sync failed: cURL error 56: Recv failure: Connection was reset (see https://curl.haxx.se/libcurl/c/libcurl-errors.html) for https://graphql.anilist.co
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync failed: cURL error 56: Recv failure: Connection was reset (see https://curl.haxx.se/libcurl/c/libcurl-errors.html) for https://graphql.anilist.co
AniList sync failed: cURL error 52: Empty reply from server (see https://curl.haxx.se/libcurl/c/libcurl-errors.html) for https://graphql.anilist.co
AniList sync failed: cURL error 28: Operation timed out after 30004 milliseconds with 0 bytes received (see https://curl.haxx.se/libcurl/c/libcurl-errors.html) for https://graphql.anilist.co
AniList sync failed: cURL error 52: Empty reply from server (see https://curl.haxx.se/libcurl/c/libcurl-errors.html) for https://graphql.anilist.co
AniList sync failed: cURL error 28: Operation timed out after 30017 milliseconds with 0 bytes received (see https://curl.haxx.se/libcurl/c/libcurl-errors.html) for https://graphql.anilist.co
AniList sync failed: cURL error 52: Empty reply from server (see https://curl.haxx.se/libcurl/c/libcurl-errors.html) for https://graphql.anilist.co
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync failed: cURL error 52: Empty reply from server (see https://curl.haxx.se/libcurl/c/libcurl-errors.html) for https://graphql.anilist.co
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync failed: cURL error 56: Recv failure: Connection was reset (see https://curl.haxx.se/libcurl/c/libcurl-errors.html) for https://graphql.anilist.co
AniList sync failed: cURL error 52: Empty reply from server (see https://curl.haxx.se/libcurl/c/libcurl-errors.html) for https://graphql.anilist.co
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync failed: cURL error 52: Empty reply from server (see https://curl.haxx.se/libcurl/c/libcurl-errors.html) for https://graphql.anilist.co
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync failed: cURL error 28: Operation timed out after 56392573 milliseconds with 0 bytes received (see https://curl.haxx.se/libcurl/c/libcurl-errors.html) for https://graphql.anilist.co
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2379, deleted: 0.
AniList sync complete. Created: 3, updated: 2379, deleted: 0.
AniList sync complete. Created: 0, updated: 2382, deleted: 0.
AniList sync complete. Created: 0, updated: 2382, deleted: 0.
AniList sync complete. Created: 0, updated: 2382, deleted: 0.
AniList sync complete. Created: 0, updated: 2382, deleted: 0.
AniList sync complete. Created: 0, updated: 2382, deleted: 0.
AniList sync complete. Created: 0, updated: 2382, deleted: 0.
AniList sync complete. Created: 0, updated: 2382, deleted: 0.
AniList sync complete. Created: 0, updated: 2382, deleted: 0.
AniList sync complete. Created: 0, updated: 2382, deleted: 0.
AniList sync complete. Created: 0, updated: 2382, deleted: 0.
AniList sync complete. Created: 0, updated: 2382, deleted: 0.
AniList sync complete. Created: 0, updated: 2382, deleted: 0.
AniList sync complete. Created: 0, updated: 2382, deleted: 0.
AniList sync failed: cURL error 6: Could not resolve host: graphql.anilist.co (see https://curl.haxx.se/libcurl/c/libcurl-errors.html) for https://graphql.anilist.co
AniList sync complete. Created: 0, updated: 2382, deleted: 0.
AniList sync complete. Created: 0, updated: 2382, deleted: 0.
AniList sync complete. Created: 0, updated: 2382, deleted: 0.
AniList sync complete. Created: 0, updated: 2382, deleted: 0.
AniList sync complete. Created: 0, updated: 2382, deleted: 0.
AniList sync complete. Created: 0, updated: 2382, deleted: 0.
AniList sync complete. Created: 0, updated: 2382, deleted: 0.
AniList sync complete. Created: 0, updated: 2382, deleted: 0.
AniList sync failed: Invalid token
AniList sync complete. Created: 0, updated: 2382, deleted: 0.
AniList sync complete. Created: 0, updated: 2382, deleted: 0.
AniList sync complete. Created: 0, updated: 2382, deleted: 0.
AniList sync complete. Created: 0, updated: 2382, deleted: 0.
AniList sync complete. Created: 0, updated: 2382, deleted: 0.
AniList sync complete. Created: 0, updated: 2382, deleted: 0.
AniList sync complete. Created: 0, updated: 2382, deleted: 0.
AniList sync complete. Created: 0, updated: 2382, deleted: 0.
AniList sync complete. Created: 0, updated: 2382, deleted: 0.
AniList sync complete. Created: 0, updated: 2382, deleted: 0.
AniList sync complete. Created: 0, updated: 2382, deleted: 0.
AniList sync complete. Created: 0, updated: 2382, deleted: 0.
AniList sync complete. Created: 0, updated: 2382, deleted: 0.
AniList sync complete. Created: 0, updated: 2382, deleted: 0.
AniList sync failed: Unable to get AniList Viewer ID.
AniList sync complete. Created: 0, updated: 2382, deleted: 0.
AniList sync complete. Created: 0, updated: 2382, deleted: 0.
AniList sync complete. Created: 0, updated: 2382, deleted: 0.
AniList sync complete. Created: 0, updated: 2382, deleted: 0.
AniList sync failed: cURL error 52: Empty reply from server (see https://curl.haxx.se/libcurl/c/libcurl-errors.html) for https://graphql.anilist.co
AniList sync failed: cURL error 52: Empty reply from server (see https://curl.haxx.se/libcurl/c/libcurl-errors.html) for https://graphql.anilist.co
AniList sync complete. Created: 0, updated: 2382, deleted: 0.
AniList sync complete. Created: 0, updated: 2382, deleted: 0.
AniList sync complete. Created: 0, updated: 2382, deleted: 0.
AniList sync complete. Created: 0, updated: 2382, deleted: 0.
AniList sync complete. Created: 0, updated: 2382, deleted: 0.
AniList sync complete. Created: 0, updated: 2382, deleted: 0.
AniList sync complete. Created: 0, updated: 2382, deleted: 0.
AniList sync complete. Created: 0, updated: 2382, deleted: 0.
AniList sync complete. Created: 0, updated: 2382, deleted: 0.
AniList sync complete. Created: 1, updated: 2382, deleted: 0.
AniList sync complete. Created: 0, updated: 2383, deleted: 0.
AniList sync complete. Created: 0, updated: 2383, deleted: 0.
AniList sync complete. Created: 0, updated: 2383, deleted: 0.
AniList sync complete. Created: 0, updated: 2383, deleted: 0.
AniList sync complete. Created: 0, updated: 2383, deleted: 0.
AniList sync complete. Created: 0, updated: 2383, deleted: 0.
AniList sync complete. Created: 0, updated: 2383, deleted: 0.
AniList sync complete. Created: 0, updated: 2383, deleted: 0.
AniList sync complete. Created: 0, updated: 2383, deleted: 0.
AniList sync complete. Created: 0, updated: 2383, deleted: 0.
AniList sync complete. Created: 0, updated: 2383, deleted: 0.
AniList sync complete. Created: 0, updated: 2383, deleted: 0.
AniList sync complete. Created: 0, updated: 2383, deleted: 0.
AniList sync complete. Created: 0, updated: 2383, deleted: 0.
AniList sync complete. Created: 0, updated: 2383, deleted: 0.
AniList sync complete. Created: 0, updated: 2383, deleted: 0.
AniList sync complete. Created: 0, updated: 2383, deleted: 0.
AniList sync complete. Created: 0, updated: 2383, deleted: 0.
AniList sync complete. Created: 0, updated: 2383, deleted: 0.
AniList sync complete. Created: 0, updated: 2383, deleted: 0.
AniList sync complete. Created: 0, updated: 2383, deleted: 0.
AniList sync complete. Created: 0, updated: 2383, deleted: 0.
AniList sync complete. Created: 0, updated: 2383, deleted: 0.
AniList sync complete. Created: 0, updated: 2383, deleted: 0.
AniList sync complete. Created: 0, updated: 2383, deleted: 0.
AniList sync complete. Created: 0, updated: 2383, deleted: 0.
AniList sync complete. Created: 0, updated: 2383, deleted: 0.
AniList sync complete. Created: 0, updated: 2383, deleted: 0.
AniList sync complete. Created: 0, updated: 2383, deleted: 0.
AniList sync complete. Created: 0, updated: 2383, deleted: 0.
AniList sync complete. Created: 0, updated: 2383, deleted: 0.
AniList sync complete. Created: 0, updated: 2383, deleted: 0.
AniList sync complete. Created: 0, updated: 2383, deleted: 0.
AniList sync complete. Created: 0, updated: 2383, deleted: 0.
AniList sync complete. Created: 0, updated: 2383, deleted: 0.
AniList sync complete. Created: 0, updated: 2383, deleted: 0.
AniList sync failed: cURL error 52: Empty reply from server (see https://curl.haxx.se/libcurl/c/libcurl-errors.html) for https://graphql.anilist.co
AniList sync complete. Created: 0, updated: 2383, deleted: 0.
AniList sync complete. Created: 0, updated: 2383, deleted: 0.
AniList sync complete. Created: 0, updated: 2383, deleted: 0.
AniList sync complete. Created: 0, updated: 2383, deleted: 0.
AniList sync complete. Created: 0, updated: 2383, deleted: 0.
AniList sync complete. Created: 0, updated: 2383, deleted: 0.
AniList sync complete. Created: 0, updated: 2383, deleted: 0.
AniList sync complete. Created: 0, updated: 2383, deleted: 0.
AniList sync failed: cURL error 52: Empty reply from server (see https://curl.haxx.se/libcurl/c/libcurl-errors.html) for https://graphql.anilist.co
AniList sync failed: cURL error 52: Empty reply from server (see https://curl.haxx.se/libcurl/c/libcurl-errors.html) for https://graphql.anilist.co
AniList sync failed: cURL error 52: Empty reply from server (see https://curl.haxx.se/libcurl/c/libcurl-errors.html) for https://graphql.anilist.co
AniList sync failed: cURL error 52: Empty reply from server (see https://curl.haxx.se/libcurl/c/libcurl-errors.html) for https://graphql.anilist.co
AniList sync complete. Created: 0, updated: 2383, deleted: 0.
AniList sync complete. Created: 0, updated: 2383, deleted: 0.
AniList sync complete. Created: 0, updated: 2383, deleted: 0.
AniList sync complete. Created: 0, updated: 2383, deleted: 0.
AniList sync complete. Created: 0, updated: 2383, deleted: 0.
AniList sync complete. Created: 0, updated: 2383, deleted: 0.
AniList sync complete. Created: 0, updated: 2383, deleted: 0.
AniList sync complete. Created: 0, updated: 2383, deleted: 0.
AniList sync failed: Invalid token
AniList sync complete. Created: 0, updated: 2383, deleted: 0.
AniList sync failed: cURL error 28: Operation timed out after 59862464 milliseconds with 0 bytes received (see https://curl.haxx.se/libcurl/c/libcurl-errors.html) for https://graphql.anilist.co
AniList sync complete. Created: 0, updated: 2383, deleted: 0.
AniList sync complete. Created: 0, updated: 2383, deleted: 0.
AniList sync complete. Created: 0, updated: 2383, deleted: 0.
AniList sync complete. Created: 0, updated: 2383, deleted: 0.
AniList sync complete. Created: 0, updated: 2383, deleted: 0.
AniList sync complete. Created: 0, updated: 2383, deleted: 0.
AniList sync complete. Created: 0, updated: 2383, deleted: 0.
AniList sync complete. Created: 0, updated: 2383, deleted: 0.
AniList sync complete. Created: 0, updated: 2383, deleted: 0.
AniList sync complete. Created: 0, updated: 2383, deleted: 0.
